province,subject_group,batch,university_code,university_name,group_code,major_code,major_name,plan_count,tuition,lowest_score_2025,lowest_rank_2025,is_new,school_type,major_category,subject_requirement,plan_count_prev
四川,历史类,本科批,10001,北京大学,10001002,130401,美术学,62,11500,626.0,,0,985,艺术学,历史+政治+地理,0.0
四川,历史类,本科批,10001,北京大学,10001002,120102,信息管理与信息系统,38,6000,626.0,,0,985,管理学,历史+政治+地理,0.0
四川,历史类,本科批,10001,北京大学,10001002,130202,音乐学,61,8500,626.0,,0,985,艺术学,历史+不限,0.0
四川,历史类,本科批,10001,北京大学,10001002,20301,金融学,69,4500,626.0,,0,985,经济学,历史+政治+生物,0.0
四川,历史类,本科批,10001,北京大学,10001002,20401,国际经济与贸易,65,6500,626.0,,0,985,经济学,历史+不限,0.0
江苏,物理类,提前批,10001,北京大学,10001001,30101,法学,85,5000,655.0,,0,985,法学,物理+化学+生物,0.0
江苏,物理类,本科批,10001,北京大学,10001001,81002,建筑环境与能源应用工程,75,7500,655.0,,0,985,工学,物理+化学+地理,0.0
江苏,物理类,本科批,10001,北京大学,10001001,81003,给排水科学与工程,36,7500,655.0,,0,985,工学,物理+化学,0.0
江苏,物理类,本科批,10001,北京大学,10001001,80207,车辆工程,93,7000,655.0,,0,985,工学,物理+化学,0.0
江苏,物理类,本科批,10001,北京大学,10001001,82502,环境工程,49,5000,655.0,,0,985,工学,物理+化学+地理,0.0
江苏,物理类,本科批,10001,北京大学,10001001,82801,建筑学,83,6000,655.0,,0,985,工学,物理+化学,0.0
江苏,物理类,本科批,10001,北京大学,10001001,71002,生物技术,33,5000,655.0,,0,985,理学,物理+化学+生物,0.0
江苏,物理类,本科批,10001,北京大学,10001001,120203,会计学,93,6500,655.0,,0,985,管理学,物理+不限,0.0
江苏,物理类,本科批,10001,北京大学,10001001,20401,国际经济与贸易,81,6500,655.0,,0,985,经济学,物理+不限,0.0
江苏,物理类,本科批,10001,北京大学,10001001,90101,农学,96,4500,655.0,,0,985,农学,物理+不限,0.0
江苏,历史类,本科批,10001,北京大学,10001001,40106,学前教育,38,5000,655.0,,0,985,教育学,历史+不限,0.0
江苏,历史类,本科批,10001,北京大学,10001001,50101,汉语言文学,91,6000,655.0,,0,985,文学,历史+政治+地理,0.0
江苏,历史类,本科批,10001,北京大学,10001001,120203,会计学,85,4500,655.0,,0,985,管理学,历史+不限,0.0
江苏,历史类,本科批,10001,北京大学,10001002,20101,经济学,53,5000,655.0,,0,985,经济学,历史+不限,0.0
江苏,历史类,本科批,10001,北京大学,10001002,40101,教育学,79,5500,655.0,,0,985,教育学,历史+政治+生物,0.0
江苏,历史类,本科批,10001,北京大学,10001002,50261,翻译,26,6000,655.0,,0,985,文学,历史+不限,0.0
江苏,历史类,提前批,10001,北京大学,10001003,50201,英语,20,5500,655.0,,0,985,文学,历史+政治+地理,0.0
江苏,历史类,本科批,10001,北京大学,10001003,20401,国际经济与贸易（中外合作办学）,95,68000,655.0,,0,985,经济学,历史+政治+生物,0.0
江苏,历史类,本科批,10001,北京大学,10001003,20301,金融学,98,5500,655.0,,0,985,经济学,历史+地理+生物,0.0
江苏,历史类,本科批,10001,北京大学,10001003,130202,音乐学,60,11500,655.0,,0,985,艺术学,历史+政治+地理,0.0
广东,物理类,本科批,10003,清华大学,10003001,30101,法学,92,4500,675.0,13.0,0,985,法学,物理+不限,71.0
广东,物理类,本科批,10003,清华大学,10003001,80905,物联网工程,85,5500,675.0,13.0,0,985,工学,物理+化学,71.0
广东,物理类,本科批,10003,清华大学,10003001,80207,车辆工程（中外合作办学）,86,28000,675.0,13.0,0,985,工学,物理+化学,71.0
广东,物理类,本科批,10003,清华大学,10003001,80703,通信工程,92,7500,675.0,13.0,0,985,工学,物理+化学,71.0
广东,物理类,本科批,10003,清华大学,10003002,100502,针灸推拿学,97,8500,675.0,13.0,0,985,医学,物理+化学+生物,71.0
广东,物理类,本科批,10003,清华大学,10003002,100201,临床医学,74,7000,675.0,13.0,0,985,医学,物理+化学+生物,71.0
广东,物理类,本科批,10003,清华大学,10003002,81002,建筑环境与能源应用工程,48,7500,675.0,13.0,0,985,工学,物理+化学+地理,71.0
广东,物理类,本科批,10003,清华大学,10003002,100501,中医学,73,8500,675.0,13.0,0,985,医学,物理+化学+生物,71.0
广东,物理类,本科批,10003,清华大学,10003002,71002,生物技术,87,6000,675.0,13.0,0,985,理学,物理+化学+生物,71.0
广东,物理类,本科批,10003,清华大学,10003002,71201,统计学,47,6000,675.0,13.0,0,985,理学,物理+化学,71.0
广东,历史类,本科批,10003,清华大学,10003001,40106,学前教育,88,4500,675.0,13.0,0,985,教育学,历史+地理+生物,71.0
广东,历史类,本科批,10003,清华大学,10003001,20101,经济学,40,5000,675.0,13.0,0,985,经济学,历史+地理+生物,71.0
广东,历史类,本科批,10003,清华大学,10003002,120201,工商管理,95,6500,675.0,13.0,0,985,管理学,历史+不限,71.0
广东,历史类,本科批,10003,清华大学,10003003,50101,汉语言文学,37,5500,675.0,13.0,0,985,文学,历史+地理+生物,71.0
广东,历史类,本科批,10003,清华大学,10003003,20401,国际经济与贸易,77,5000,675.0,13.0,0,985,经济学,历史+不限,71.0
河南,物理类,本科批,10003,清华大学,10003001,40106,学前教育,24,4500,634.0,,0,985,教育学,物理+化学+生物,0.0
河南,物理类,本科批,10003,清华大学,10003001,82801,建筑学,77,5000,634.0,,0,985,工学,物理+化学,0.0
河南,物理类,提前批,10003,清华大学,10003002,90401,动物医学,34,5500,634.0,,0,985,农学,物理+化学+生物,0.0
河南,物理类,本科批,10003,清华大学,10003002,80903,网络空间安全,44,6500,634.0,,0,985,工学,物理+化学,0.0
河南,物理类,本科批,10003,清华大学,10003002,100801,中药学,55,9000,634.0,,0,985,医学,物理+化学+生物,0.0
河南,历史类,本科批,10003,清华大学,10003001,130202,音乐学,39,9000,634.0,,0,985,艺术学,历史+不限,0.0
河南,历史类,本科批,10003,清华大学,10003001,120102,信息管理与信息系统,89,5000,634.0,,0,985,管理学,历史+地理+生物,0.0
河南,历史类,本科批,10003,清华大学,10003001,130401,美术学,100,8000,634.0,,0,985,艺术学,历史+政治+生物,0.0
河南,历史类,本科批,10003,清华大学,10003002,50201,英语,36,5500,634.0,,0,985,文学,历史+地理+生物,0.0
河南,历史类,提前批,10003,清华大学,10003002,120203,会计学,83,6000,634.0,,0,985,管理学,历史+地理+生物,0.0
山东,物理类,本科批,10003,清华大学,10003001,20401,国际经济与贸易,72,4500,634.0,,0,985,经济学,物理+不限,0.0
山东,物理类,提前批,10003,清华大学,10003001,40101,教育学,42,4500,634.0,,0,985,教育学,物理+化学,0.0
山东,物理类,本科批,10003,清华大学,10003001,70101,数学与应用数学,68,5500,634.0,,0,985,理学,物理+化学,0.0
山东,物理类,本科批,10003,清华大学,10003001,82502,环境工程,74,7000,634.0,,0,985,工学,物理+化学+地理,0.0
山东,物理类,提前批,10003,清华大学,10003001,82503,环境科学,43,5500,634.0,,0,985,工学,物理+化学+地理,0.0
山东,物理类,本科批,10003,清华大学,10003001,50261,翻译,76,5000,634.0,,0,985,文学,物理+不限,0.0
山东,物理类,本科批,10003,清华大学,10003002,80213,智能制造工程（中外合作办学）,22,45000,634.0,,0,985,工学,物理+化学,0.0
山东,物理类,本科批,10003,清华大学,10003002,100301,口腔医学,79,6000,634.0,,0,985,医学,物理+化学+生物,0.0
山东,物理类,本科批,10003,清华大学,10003002,82801,建筑学,28,6000,634.0,,0,985,工学,物理+化学,0.0
山东,物理类,本科批,10003,清华大学,10003002,20101,经济学,42,4500,634.0,,0,985,经济学,物理+不限,0.0
山东,物理类,本科批,10003,清华大学,10003002,130401,美术学,94,9500,634.0,,0,985,艺术学,物理+化学,0.0
山东,物理类,本科批,10003,清华大学,10003002,80717,人工智能,98,5000,634.0,,0,985,工学,物理+化学,0.0
山东,历史类,本科批,10003,清华大学,10003001,50201,英语,34,4000,634.0,,0,985,文学,历史+不限,0.0
山东,历史类,本科批,10003,清华大学,10003001,120102,信息管理与信息系统（中外合作办学）,48,35000,634.0,,0,985,管理学,历史+不限,0.0
山东,历史类,本科批,10003,清华大学,10003001,120201,工商管理,40,5000,634.0,,0,985,管理学,历史+不限,0.0
山东,历史类,本科批,10003,清华大学,10003002,40106,学前教育,79,5500,634.0,,0,985,教育学,历史+政治+地理,0.0
山东,历史类,本科批,10003,清华大学,10003002,20101,经济学,43,6000,634.0,,0,985,经济学,历史+地理+生物,0.0
山东,历史类,本科批,10003,清华大学,10003002,20401,国际经济与贸易,60,5500,634.0,,0,985,经济学,历史+地理+生物,0.0
山东,历史类,本科批,10003,清华大学,10003003,50261,翻译,61,5500,634.0,,0,985,文学,历史+地理+生物,0.0
山东,历史类,本科批,10003,清华大学,10003003,40101,教育学,88,5500,634.0,,0,985,教育学,历史+政治+地理,0.0
山东,历史类,本科批,10003,清华大学,10003003,120203,会计学,90,5000,634.0,,0,985,管理学,历史+地理+生物,0.0
山东,历史类,本科批,10003,清华大学,10003003,30101,法学,44,5000,634.0,,0,985,法学,历史+不限,0.0
山东,历史类,本科批,10003,清华大学,10003003,130401,美术学,86,8000,634.0,,0,985,艺术学,历史+政治+地理,0.0
山东,历史类,本科批,10003,清华大学,10003003,20301,金融学,41,6000,634.0,,0,985,经济学,历史+地理+生物,0.0
四川,物理类,提前批,10003,清华大学,10003001,120102,信息管理与信息系统（中外合作办学）,92,35000,634.0,,0,985,管理学,物理+不限,0.0
四川,物理类,本科批,10003,清华大学,10003001,80717,人工智能,22,7500,634.0,,0,985,工学,物理+化学,0.0
四川,物理类,本科批,10003,清华大学,10003001,80910,数据科学与大数据技术,53,6500,634.0,,0,985,工学,物理+化学,0.0
四川,物理类,本科批,10003,清华大学,10003001,80904,信息安全,100,6000,634.0,,0,985,工学,物理+化学,0.0
四川,物理类,本科批,10003,清华大学,10003001,100301,口腔医学,63,6500,634.0,,0,985,医学,物理+化学+生物,0.0
四川,物理类,本科批,10003,清华大学,10003001,90101,农学,47,5500,634.0,,0,985,农学,物理+化学,0.0
四川,物理类,本科批,10003,清华大学,10003001,90401,动物医学,52,5500,634.0,,0,985,农学,物理+化学+生物,0.0
四川,物理类,本科批,10003,清华大学,10003002,71001,生物科学,88,6000,634.0,,0,985,理学,物理+化学+生物,0.0
四川,物理类,提前批,10003,清华大学,10003002,100205,精神医学,20,9000,634.0,,0,985,医学,物理+化学+生物,0.0
四川,物理类,本科批,10003,清华大学,10003002,20301,金融学,97,5500,634.0,,0,985,经济学,物理+化学,0.0
四川,物理类,本科批,10003,清华大学,10003002,70201,物理学,81,6500,634.0,,0,985,理学,物理+化学,0.0
四川,物理类,本科批,10003,清华大学,10003002,80213,智能制造工程,26,6500,634.0,,0,985,工学,物理+化学,0.0
四川,物理类,本科批,10003,清华大学,10003002,80905,物联网工程,98,7000,634.0,,0,985,工学,物理+化学,0.0
四川,物理类,本科批,10003,清华大学,10003002,101101,护理学,78,6500,634.0,,0,985,医学,物理+化学+生物,0.0
四川,历史类,本科批,10003,清华大学,10003001,50101,汉语言文学,29,5500,634.0,,0,985,文学,历史+政治+生物,0.0
四川,历史类,本科批,10003,清华大学,10003001,50261,翻译,76,4000,634.0,,0,985,文学,历史+地理+生物,0.0
四川,历史类,提前批,10003,清华大学,10003001,120203,会计学,45,6000,634.0,,0,985,管理学,历史+地理+生物,0.0
四川,历史类,本科批,10003,清华大学,10003002,30101,法学,86,6000,634.0,,0,985,法学,历史+政治+地理,0.0
四川,历史类,提前批,10003,清华大学,10003002,120102,信息管理与信息系统,69,6000,634.0,,0,985,管理学,历史+政治+地理,0.0
四川,历史类,本科批,10003,清华大学,10003002,130202,音乐学,21,9500,634.0,,0,985,艺术学,历史+政治+生物,0.0
四川,历史类,本科批,10003,清华大学,10003002,40101,教育学,71,5500,634.0,,0,985,教育学,历史+政治+地理,0.0
江苏,物理类,本科批,10003,清华大学,10003001,100801,中药学,42,9000,653.0,,0,985,医学,物理+化学+生物,0.0
江苏,物理类,本科批,10003,清华大学,10003001,20101,经济学,53,5000,653.0,,0,985,经济学,物理+不限,0.0
江苏,物理类,本科批,10003,清华大学,10003001,71001,生物科学,66,5500,653.0,,0,985,理学,物理+化学+生物,0.0
江苏,物理类,本科批,10003,清华大学,10003001,50201,英语,54,4000,653.0,,0,985,文学,物理+化学+生物,0.0
江苏,物理类,本科批,10003,清华大学,10003001,80907,集成电路设计与集成系统,22,5000,653.0,,0,985,工学,物理+化学,0.0
江苏,物理类,本科批,10003,清华大学,10003001,81001,土木工程,30,7000,653.0,,0,985,工学,物理+化学,0.0
江苏,物理类,本科批,10003,清华大学,10003001,100701,药学,53,8000,653.0,,0,985,医学,物理+化学+生物,0.0
江苏,物理类,提前批,10003,清华大学,10003001,20301,金融学,76,4500,653.0,,0,985,经济学,物理+化学+生物,0.0
江苏,物理类,本科批,10003,清华大学,10003001,120203,会计学,35,6000,653.0,,0,985,管理学,物理+化学+生物,0.0
广东,物理类,本科批,10246,复旦大学,10246001,90102,园艺,74,5000,661.0,88.0,0,985,农学,物理+不限,88.0
广东,物理类,本科批,10246,复旦大学,10246001,40101,教育学,96,5500,661.0,88.0,0,985,教育学,物理+化学+生物,88.0
广东,物理类,本科批,10246,复旦大学,10246001,100201,临床医学,39,8500,661.0,88.0,0,985,医学,物理+化学+生物,88.0
广东,物理类,本科批,10246,复旦大学,10246001,80202,机械设计制造及其自动化,61,5000,661.0,88.0,0,985,工学,物理+化学,88.0
广东,物理类,本科批,10246,复旦大学,10246002,81002,建筑环境与能源应用工程,80,5000,661.0,88.0,0,985,工学,物理+化学+地理,88.0
广东,物理类,本科批,10246,复旦大学,10246002,100801,中药学,23,8500,661.0,88.0,0,985,医学,物理+化学+生物,88.0
广东,物理类,本科批,10246,复旦大学,10246002,100701,药学,67,6000,661.0,88.0,0,985,医学,物理+化学+生物,88.0
广东,历史类,本科批,10246,复旦大学,10246002,130401,美术学,41,8000,661.0,88.0,0,985,艺术学,历史+不限,88.0
广东,历史类,本科批,10246,复旦大学,10246002,50201,英语,71,5000,661.0,88.0,0,985,文学,历史+不限,88.0
广东,历史类,本科批,10246,复旦大学,10246002,20401,国际经济与贸易,47,6000,661.0,88.0,0,985,经济学,历史+政治+地理,88.0
广东,历史类,本科批,10246,复旦大学,10246002,20301,金融学,66,4500,661.0,88.0,0,985,经济学,历史+不限,88.0
广东,历史类,本科批,10246,复旦大学,10246003,20101,经济学,98,5000,661.0,88.0,0,985,经济学,历史+政治+地理,88.0
广东,历史类,本科批,10246,复旦大学,10246003,30101,法学,74,6000,661.0,88.0,0,985,法学,历史+地理+生物,88.0
广东,历史类,本科批,10246,复旦大学,10246003,50261,翻译,97,5500,661.0,88.0,0,985,文学,历史+不限,88.0
广东,历史类,本科批,10246,复旦大学,10246003,40106,学前教育,34,5500,661.0,88.0,0,985,教育学,历史+政治+地理,88.0
广东,历史类,本科批,10246,复旦大学,10246003,40101,教育学,20,5000,661.0,88.0,0,985,教育学,历史+不限,88.0
河南,物理类,本科批,10246,复旦大学,10246001,101101,护理学,70,8000,624.0,,0,985,医学,物理+化学+生物,0.0
河南,物理类,本科批,10246,复旦大学,10246001,83001,生物工程,55,6000,624.0,,0,985,工学,物理+化学+生物,0.0
河南,物理类,本科批,10246,复旦大学,10246001,100701,药学,63,8000,624.0,,0,985,医学,物理+化学+生物,0.0
河南,物理类,本科批,10246,复旦大学,10246001,70101,数学与应用数学,56,5000,624.0,,0,985,理学,物理+化学+生物,0.0
河南,物理类,本科批,10246,复旦大学,10246002,80703,通信工程,53,6000,624.0,,0,985,工学,物理+化学,0.0
河南,物理类,本科批,10246,复旦大学,10246002,71001,生物科学,60,5500,624.0,,0,985,理学,物理+化学+生物,0.0
山东,物理类,本科批,10246,复旦大学,10246001,80601,电气工程及其自动化,88,6000,624.0,,0,985,工学,物理+化学,0.0
山东,物理类,本科批,10246,复旦大学,10246001,40106,学前教育,74,5000,624.0,,0,985,教育学,物理+化学+生物,0.0
山东,物理类,本科批,10246,复旦大学,10246002,80717,人工智能,41,5000,624.0,,0,985,工学,物理+化学,0.0
山东,物理类,本科批,10246,复旦大学,10246002,130202,音乐学,93,11000,624.0,,0,985,艺术学,物理+化学+生物,0.0
山东,物理类,本科批,10246,复旦大学,10246003,120203,会计学,46,4500,624.0,,0,985,管理学,物理+化学+生物,0.0
山东,物理类,本科批,10246,复旦大学,10246003,71001,生物科学,78,5500,624.0,,0,985,理学,物理+化学+生物,0.0
山东,历史类,本科批,10246,复旦大学,10246001,120203,会计学,62,5500,624.0,,0,985,管理学,历史+政治+生物,0.0
山东,历史类,本科批,10246,复旦大学,10246001,130202,音乐学,40,12000,624.0,,0,985,艺术学,历史+政治+生物,0.0
山东,历史类,本科批,10246,复旦大学,10246001,120102,信息管理与信息系统,98,5000,624.0,,0,985,管理学,历史+政治+生物,0.0
山东,历史类,本科批,10246,复旦大学,10246001,40101,教育学,56,5500,624.0,,0,985,教育学,历史+政治+地理,0.0
山东,历史类,本科批,10246,复旦大学,10246001,50101,汉语言文学,52,6000,624.0,,0,985,文学,历史+政治+生物,0.0
山东,历史类,本科批,10246,复旦大学,10246001,20301,金融学,55,6000,624.0,,0,985,经济学,历史+地理+生物,0.0
山东,历史类,本科批,10246,复旦大学,10246001,120201,工商管理,20,5500,624.0,,0,985,管理学,历史+政治+地理,0.0
山东,历史类,本科批,10246,复旦大学,10246001,30101,法学（中外合作办学）,51,35000,624.0,,0,985,法学,历史+政治+生物,0.0
山东,历史类,本科批,10246,复旦大学,10246001,20101,经济学,80,5000,624.0,,0,985,经济学,历史+政治+生物,0.0
山东,历史类,本科批,10246,复旦大学,10246001,20401,国际经济与贸易,75,4500,624.0,,0,985,经济学,历史+不限,0.0
山东,历史类,本科批,10246,复旦大学,10246001,40106,学前教育,83,5000,624.0,,0,985,教育学,历史+不限,0.0
四川,物理类,本科批,10246,复旦大学,10246001,80717,人工智能,89,7000,624.0,,0,985,工学,物理+化学,0.0
四川,物理类,本科批,10246,复旦大学,10246001,80905,物联网工程,80,6000,624.0,,0,985,工学,物理+化学,0.0
四川,物理类,本科批,10246,复旦大学,10246001,70301,化学,62,7000,624.0,,0,985,理学,物理+化学+生物,0.0
四川,物理类,本科批,10246,复旦大学,10246001,81001,土木工程,77,8000,624.0,,0,985,工学,物理+化学,0.0
四川,物理类,本科批,10246,复旦大学,10246001,50101,汉语言文学,28,4500,624.0,,0,985,文学,物理+化学,0.0
四川,物理类,本科批,10246,复旦大学,10246001,81003,给排水科学与工程,34,7000,624.0,,0,985,工学,物理+化学,0.0
四川,物理类,本科批,10246,复旦大学,10246002,100502,针灸推拿学,47,7500,624.0,,0,985,医学,物理+化学+生物,0.0
四川,物理类,本科批,10246,复旦大学,10246002,90101,农学,20,5000,624.0,,0,985,农学,物理+化学+生物,0.0
四川,物理类,本科批,10246,复旦大学,10246002,90401,动物医学,75,4500,624.0,,0,985,农学,物理+化学+生物,0.0
四川,物理类,本科批,10246,复旦大学,10246002,100205,精神医学,62,8500,624.0,,0,985,医学,物理+化学+生物,0.0
四川,物理类,本科批,10246,复旦大学,10246002,120203,会计学,94,5000,624.0,,0,985,管理学,物理+不限,0.0
江苏,物理类,本科批,10246,复旦大学,10246001,120203,会计学,28,5500,647.0,,0,985,管理学,物理+化学+生物,0.0
江苏,物理类,本科批,10246,复旦大学,10246001,80910,数据科学与大数据技术,71,5500,647.0,,0,985,工学,物理+化学,0.0
江苏,物理类,本科批,10246,复旦大学,10246001,130202,音乐学,50,8000,647.0,,0,985,艺术学,物理+不限,0.0
江苏,物理类,本科批,10246,复旦大学,10246001,100801,中药学,79,6000,647.0,,0,985,医学,物理+化学+生物,0.0
江苏,物理类,本科批,10246,复旦大学,10246002,20401,国际经济与贸易,62,6500,647.0,,0,985,经济学,物理+化学+生物,0.0
江苏,物理类,本科批,10246,复旦大学,10246002,80903,网络空间安全,23,8000,647.0,,0,985,工学,物理+化学,0.0
江苏,物理类,本科批,10246,复旦大学,10246002,100501,中医学,49,6000,647.0,,0,985,医学,物理+化学+生物,0.0
江苏,物理类,本科批,10246,复旦大学,10246002,30101,法学,36,5000,647.0,,0,985,法学,物理+化学,0.0
江苏,物理类,本科批,10246,复旦大学,10246002,70301,化学,58,5500,647.0,,0,985,理学,物理+化学+生物,0.0
江苏,历史类,本科批,10246,复旦大学,10246001,130401,美术学,58,11500,647.0,,0,985,艺术学,历史+政治+地理,0.0
江苏,历史类,本科批,10246,复旦大学,10246001,50201,英语,65,5500,647.0,,0,985,文学,历史+政治+生物,0.0
江苏,历史类,本科批,10246,复旦大学,10246002,40101,教育学,28,4000,647.0,,0,985,教育学,历史+不限,0.0
江苏,历史类,本科批,10246,复旦大学,10246002,120102,信息管理与信息系统,29,5000,647.0,,0,985,管理学,历史+政治+地理,0.0
江苏,历史类,本科批,10246,复旦大学,10246003,130202,音乐学,21,11500,647.0,,0,985,艺术学,历史+政治+生物,0.0
江苏,历史类,本科批,10246,复旦大学,10246003,120201,工商管理,43,6500,647.0,,0,985,管理学,历史+政治+生物,0.0
江苏,历史类,本科批,10246,复旦大学,10246003,50101,汉语言文学,89,4000,647.0,,0,985,文学,历史+政治+地理,0.0
江苏,历史类,本科批,10246,复旦大学,10246003,20401,国际经济与贸易,73,4500,647.0,,0,985,经济学,历史+地理+生物,0.0
广东,物理类,本科批,10248,上海交通大学,10248001,70101,数学与应用数学,23,5500,678.0,112.0,0,985,理学,物理+化学+生物,93.0
广东,物理类,本科批,10248,上海交通大学,10248001,50101,汉语言文学,37,4000,678.0,112.0,0,985,文学,物理+化学,93.0
广东,物理类,本科批,10248,上海交通大学,10248001,100205,精神医学,86,8500,678.0,112.0,0,985,医学,物理+化学+生物,93.0
广东,物理类,本科批,10248,上海交通大学,10248002,100201,临床医学,97,8000,678.0,112.0,0,985,医学,物理+化学+生物,93.0
广东,物理类,本科批,10248,上海交通大学,10248002,71002,生物技术,42,7000,678.0,112.0,0,985,理学,物理+化学+生物,93.0
广东,历史类,本科批,10248,上海交通大学,10248002,120102,信息管理与信息系统,22,5000,678.0,112.0,0,985,管理学,历史+政治+地理,93.0
